VOLTAGE,CURRENT,GAS,WIRESPEED
29.5,335.9,26.2,8.8
28.7,249.6,26.1,8.8
29.0,313.0,26.2,8.8
28.7,148.7,26.2,8.9
28.9,267.5,26.2,8.9
28.8,370.0,26.2,8.8
28.3,368.4,26.0,8.9
28.9,453.1,26.1,8.9
28.8,351.9,26.1,9.0
28.9,482.8,25.9,9.1
29.0,246.1,26.0,9.1
29.5,314.0,26.1,8.9
28.9,249.0,26.0,8.7
29.1,241.4,25.9,8.9
29.2,370.3,26.0,8.9
29.1,250.0,26.1,8.9
29.0,471.9,26.1,8.9
28.8,304.4,26.0,8.9
29.3,438.5,25.9,8.9
28.8,405.1,25.9,8.9
28.7,395.5,26.0,8.8
29.2,404.7,26.1,8.8
29.1,319.7,26.0,8.8
28.6,369.4,26.0,8.8
28.7,234.4,26.1,8.7
29.5,321.0,26.1,8.6
28.9,295.5,26.1,8.6
28.8,361.4,26.1,8.8
28.6,457.6,26.1,8.8
29.3,410.5,26.2,8.7
29.4,501.2,26.2,8.7
29.3,314.6,26.1,8.8
29.0,398.7,26.1,8.7
28.7,264.9,26.1,8.9
29.1,279.9,26.1,8.9
29.0,321.9,26.2,8.8
29.2,245.5,26.2,9.0
29.1,425.1,26.1,9.0
28.7,297.1,26.0,9.0
29.0,462.7,26.0,8.9
29.0,353.5,26.0,9.0
29.0,379.3,26.0,8.9
28.7,384.7,26.0,8.9
28.8,328.3,25.9,8.9
28.6,354.7,25.9,9.0
28.7,228.0,25.9,8.9
28.9,317.5,25.9,9.0
29.0,264.6,26.0,8.8
28.9,338.2,26.0,9.0
28.6,363.3,26.0,8.9
29.0,322.3,26.1,8.9
28.6,455.7,26.1,8.9
29.0,398.7,26.1,8.9
29.5,403.8,26.0,8.9
29.4,273.8,26.1,8.8
29.4,327.7,26.1,8.8
28.9,301.6,26.0,8.8
28.5,254.4,26.1,8.9
28.6,377.0,26.2,8.9
29.1,276.7,26.0,8.9
29.2,415.6,25.9,8.9
28.8,344.2,25.9,8.9
28.6,442.6,26.0,8.9
29.1,365.2,26.0,9.1
28.8,356.3,26.0,8.9
29.6,406.6,26.0,8.9
29.1,278.0,26.2,8.9
29.1,342.6,26.1,9.0
28.7,326.4,26.0,8.8
29.0,381.2,25.9,8.9
29.2,359.2,26.1,8.9
28.9,369.7,25.9,8.9
28.6,454.1,25.9,8.8
28.9,320.3,26.0,8.9
29.2,432.1,26.0,8.9
27.9,400.3,26.1,9.0
29.2,395.8,26.0,8.9
28.9,328.9,26.0,8.9
28.8,330.2,26.0,8.9
28.6,369.7,26.1,8.9
29.5,245.8,25.9,8.9
28.9,343.0,25.9,8.9
29.1,313.0,25.9,9.0
28.9,411.1,26.1,8.7
29.1,311.1,26.1,8.8
28.8,352.8,26.0,8.8
29.2,346.1,25.9,8.8
28.2,251.9,26.0,8.7
28.9,332.4,26.0,8.8
28.7,305.7,26.0,8.8
28.4,327.3,26.0,8.8
28.7,356.6,26.0,8.7
28.5,394.5,26.2,8.8
28.9,341.7,25.9,8.8
28.8,268.7,25.9,8.8
28.7,353.1,26.0,8.9
28.3,329.6,25.9,8.8
28.7,352.8,26.0,8.8
28.1,335.3,26.0,9.1
29.8,380.2,25.9,8.8
29.1,371.9,25.8,8.9
29.1,307.0,25.9,9.0
29.0,345.5,26.0,9.0
28.8,319.4,26.0,9.1
28.5,375.1,26.0,9.1
29.2,338.8,26.0,9.1
28.7,406.0,26.0,9.0
28.4,343.9,26.0,9.0
29.1,325.1,26.1,8.8
28.9,379.9,26.0,8.9
29.3,343.0,25.9,8.8
28.9,352.2,26.0,8.8
28.3,397.1,26.0,8.8
28.9,413.7,26.1,8.9
28.9,382.1,26.1,8.7
29.3,296.1,26.1,8.7
29.1,297.1,25.9,8.8
29.2,268.7,26.0,8.7
28.9,333.4,26.0,8.7
28.9,404.1,26.0,8.8
29.1,371.6,25.9,8.7
29.1,360.5,26.0,8.6
28.8,350.6,25.9,8.6
28.8,323.5,25.9,8.7
28.9,315.6,25.9,8.7
28.6,308.6,25.9,8.7
28.8,295.2,25.9,8.7
28.6,345.5,25.8,8.8
28.6,292.0,25.9,8.8
28.9,331.2,26.0,8.8
28.8,308.6,25.9,8.7
28.5,327.7,25.9,8.8
28.9,336.9,26.0,8.8
28.6,413.0,25.9,8.8
28.5,429.6,26.0,8.6
28.7,391.0,25.8,8.7
28.7,320.3,25.8,8.9
28.7,268.4,26.0,8.9
28.5,280.2,26.0,8.8
29.2,295.8,25.9,8.7
29.4,314.0,25.9,8.7
29.2,352.8,26.0,8.7
29.1,473.5,26.2,8.7
28.6,407.3,26.0,8.7
29.3,359.2,25.9,8.8
28.7,392.0,25.9,8.8
28.9,295.5,25.9,8.8
28.9,317.2,25.9,8.7
28.6,329.9,26.1,8.7
29.0,303.5,26.0,8.8
29.1,322.6,26.0,8.6
28.7,312.4,25.9,8.7
28.9,368.1,25.9,8.6
28.6,320.7,26.0,8.5
29.0,414.3,26.0,8.6
29.0,467.5,26.1,8.6
28.8,431.2,25.9,8.7
29.1,344.2,25.9,8.5
29.5,366.8,25.8,8.6
29.1,308.6,25.9,8.6
29.4,229.3,25.9,8.6
28.9,300.3,25.9,8.4
28.9,337.2,25.9,8.5
28.9,442.3,25.7,8.6
29.1,369.4,25.9,8.6
29.4,402.5,26.0,8.5
28.4,439.5,25.9,8.7
28.3,320.3,25.8,8.9
28.9,353.8,25.9,9.0
28.7,281.5,25.9,9.1
28.7,271.3,25.9,9.2
28.5,268.7,25.9,9.1
28.2,266.8,25.9,9.1
28.5,327.7,25.9,9.0
28.6,268.4,25.9,8.8
29.5,411.1,25.8,8.9
28.9,421.6,25.9,9.2
28.8,422.3,25.9,9.0
28.5,341.0,25.9,8.9
28.4,369.1,25.8,9.0
28.6,296.1,25.8,9.1
28.4,233.7,25.9,9.0
28.3,287.5,25.8,8.9
28.6,235.0,25.8,8.9
29.0,367.5,25.9,9.0
28.4,352.8,25.8,9.0
28.9,491.7,25.9,9.0
28.9,425.1,25.8,9.0
29.1,357.3,25.9,8.9
29.2,443.0,25.9,8.9
28.9,291.0,25.9,8.9
28.9,329.3,25.9,8.8
28.5,261.1,25.9,8.7
28.5,298.0,25.8,8.7
29.0,298.4,25.8,8.7
28.5,276.1,25.8,8.8
28.7,463.0,25.9,8.8
28.7,416.8,25.8,8.8
28.7,461.4,25.8,8.6
29.0,375.4,25.9,8.7
28.7,431.5,25.9,8.6
28.7,309.8,25.8,8.6
28.7,283.4,25.8,8.6
28.7,300.0,25.7,8.7
29.2,206.0,25.8,8.7
28.9,353.1,25.8,8.7
28.8,270.7,25.8,8.6
28.9,379.9,25.8,8.6
28.7,378.0,25.8,8.6
28.6,429.9,25.8,8.6
28.5,430.2,25.7,8.6
28.2,300.6,25.9,8.6
28.5,369.4,25.9,8.5
28.8,229.6,25.8,8.6
29.0,259.2,25.9,8.6
28.6,202.5,25.9,8.5
28.9,233.7,25.9,8.5
28.4,405.7,25.9,8.6
28.7,330.9,25.8,8.8
28.4,448.4,25.9,8.8
28.6,334.0,25.9,8.7
29.1,439.1,25.9,8.6
28.9,324.2,25.8,8.8
28.1,339.1,25.9,8.7
28.8,321.9,25.9,8.8
28.6,261.4,25.8,8.7
29.0,370.7,25.9,8.6
29.1,216.5,25.9,8.5
28.0,396.5,25.9,8.5
29.1,351.6,25.9,8.6
28.5,415.6,25.9,8.7
29.1,437.2,25.9,8.6
28.3,439.8,25.9,8.8
28.8,462.7,25.8,8.9
29.2,293.6,25.7,9.1
28.3,368.4,25.9,9.1
28.1,229.6,25.7,9.1
28.7,290.7,25.8,9.2
29.0,371.6,25.7,9.1
29.6,364.9,25.7,9.0
28.8,502.8,25.9,8.8
27.8,367.2,25.9,8.9
29.8,484.4,25.7,8.9
28.8,326.1,25.8,9.0
27.4,363.0,25.8,8.8
28.9,356.3,25.8,9.0
30.0,270.7,25.8,8.9
29.0,377.7,25.8,8.7
28.2,222.3,25.9,8.7
28.7,408.2,25.8,8.8
28.6,237.9,25.7,8.9
29.1,310.8,25.9,9.0
28.9,367.2,25.9,9.0
28.7,393.3,25.9,8.9
28.6,397.4,25.9,8.9
28.5,270.3,25.9,8.8
28.8,380.5,25.9,8.8
29.2,185.3,25.8,8.8
28.5,261.7,25.8,9.0
28.1,295.8,25.8,9.0
28.6,280.2,25.8,8.9
28.3,395.2,25.8,8.9
28.4,328.6,25.9,9.0
28.6,479.9,25.8,9.1
28.9,277.0,25.7,9.1
28.6,378.0,25.8,9.0
28.6,329.6,25.8,9.0
28.9,311.1,25.8,8.9
28.8,366.8,25.8,9.0
28.1,296.5,25.8,9.0
29.2,446.1,25.8,8.8
29.1,284.7,25.8,8.9
29.2,376.4,25.7,8.9
28.7,341.7,25.7,8.9
28.9,342.3,25.7,8.7
29.2,416.5,25.7,8.7
28.8,388.2,25.7,8.6
28.5,446.8,25.6,8.6
28.7,260.1,25.8,8.6
28.8,383.1,25.8,8.6
28.7,303.8,25.7,8.5
28.6,300.0,25.8,8.6
28.7,362.4,25.8,8.6
29.1,343.3,25.8,8.5
29.2,473.5,25.7,8.4
28.6,252.5,25.7,8.6
28.4,421.0,25.8,8.7
28.6,304.4,25.7,8.5
28.5,316.2,25.8,8.4
29.0,371.6,25.8,8.5
28.7,295.2,25.9,8.6
28.6,417.5,25.8,8.6
29.2,271.9,25.7,8.4
29.0,362.1,25.9,8.5
28.3,254.4,25.9,8.7
28.3,321.0,25.9,8.6
28.4,354.4,25.9,8.4
29.2,316.8,25.8,8.6
27.9,393.6,26.0,8.7
28.6,298.0,26.0,8.8
29.1,403.5,25.9,8.9
28.5,291.0,25.7,8.9
28.5,353.5,25.9,8.9
29.2,346.1,25.8,9.0
29.1,332.1,25.8,9.1
28.6,405.4,25.8,9.1
29.3,250.9,25.7,9.1
29.2,456.6,25.7,9.0
28.6,268.7,25.7,9.2
28.2,334.4,25.7,9.1
28.4,355.1,25.7,8.9
28.4,331.5,25.8,9.1
28.9,457.0,25.7,9.1
29.0,307.0,25.7,9.1
29.0,404.1,25.7,9.0
28.4,339.1,25.7,9.0
28.9,391.4,25.6,9.0
29.3,309.8,25.6,8.9
28.5,316.8,25.6,8.6
28.3,417.5,25.7,8.7
28.6,406.6,25.7,9.2
29.1,441.7,25.7,9.0
29.1,369.4,25.6,8.7
29.6,429.3,25.7,8.9
29.2,385.0,25.7,8.9
28.4,424.8,25.8,8.9
31.0,386.3,25.8,8.8
28.1,276.1,25.9,8.8
30.3,355.1,25.8,8.8
29.2,254.1,25.8,8.9
29.0,335.3,25.8,8.9
28.5,271.6,25.8,8.8
28.0,305.4,25.8,8.8
29.1,405.4,25.7,9.0
28.8,301.2,25.7,8.9
28.1,392.0,25.7,8.8
28.9,322.6,25.8,8.8
29.4,358.2,25.7,9.0
28.3,258.9,25.8,8.9
28.8,292.0,26.0,9.0
28.6,298.4,25.8,8.9
28.3,234.4,25.9,8.8
28.8,367.8,25.7,8.8
29.1,323.8,25.8,8.8
28.3,388.8,25.6,8.9
28.5,324.5,25.7,8.9
28.9,470.7,25.8,8.8
28.8,378.6,25.7,8.9
29.0,284.4,25.8,8.8
28.9,345.8,25.8,8.8
28.5,255.4,25.8,8.8
28.6,347.4,25.7,8.9
28.9,292.0,25.8,8.8
28.8,360.8,25.8,8.8
28.5,392.3,25.7,8.8
29.0,367.2,25.7,8.8
28.8,442.3,25.8,8.7
28.3,359.2,25.8,8.7
28.7,390.7,25.8,8.7
28.6,363.3,25.7,8.8
28.9,344.5,25.7,8.9
28.8,262.7,25.8,9.0
28.9,292.6,25.7,8.7
28.4,327.3,25.7,8.6
28.1,265.9,25.8,9.0
28.9,378.3,25.9,9.0
28.4,447.7,26.0,9.0
28.4,503.8,25.9,9.0
29.0,383.4,25.8,9.1
28.5,374.2,25.8,9.0
28.8,359.8,25.7,8.9
28.8,223.2,25.7,9.0
28.7,257.3,25.7,8.9
28.7,236.3,25.7,8.8
28.9,338.2,25.7,8.9
28.2,323.5,25.7,9.0
29.3,348.4,25.7,8.9
28.6,415.2,25.7,8.9
28.2,369.7,25.7,9.0
28.5,406.6,25.8,8.9
28.7,379.6,25.8,8.8
29.1,365.9,25.8,8.8
28.6,319.7,25.7,9.0
29.0,305.1,25.7,8.9
28.6,248.0,25.6,8.9
28.4,242.0,25.6,9.1
29.2,357.6,25.7,9.0
28.9,427.7,25.6,8.9
29.0,476.7,25.7,8.9
29.1,439.1,25.7,8.9
29.1,411.7,25.7,9.1
29.5,362.7,25.7,9.0
28.8,284.7,25.7,8.9
28.5,252.5,25.7,8.9
28.6,252.8,25.7,9.0
29.2,290.1,25.6,8.9
28.5,312.7,25.7,8.9
29.0,369.1,25.8,8.9
29.2,389.8,25.7,8.9
28.4,389.8,25.7,8.9
29.0,414.0,25.7,8.9
28.6,420.7,25.7,8.9
28.8,405.1,25.7,9.0
28.6,374.5,25.7,9.0
28.3,356.0,25.6,8.9
29.4,332.1,25.8,8.9
28.9,283.1,25.8,8.9
28.4,294.2,25.7,8.8
28.6,351.9,25.8,8.7
29.4,478.3,25.7,8.9
29.4,509.5,25.8,9.0
28.8,447.1,25.8,8.9
28.6,411.7,25.8,8.6
28.4,381.2,25.7,8.7
31.2,276.4,25.8,8.8
28.9,271.6,25.8,8.8
28.3,225.4,25.8,8.8
29.4,283.4,25.7,8.7
28.5,290.1,25.7,8.6
28.3,333.1,25.8,8.7
28.9,360.8,25.7,8.9
28.6,332.8,25.7,8.7
28.0,367.2,25.7,8.5
29.1,354.7,25.7,8.7
28.7,345.2,25.7,8.9
28.6,297.7,25.6,8.8
29.1,284.4,25.7,8.8
28.3,228.6,25.7,8.9
29.4,222.3,25.9,8.9
28.8,320.0,25.7,8.6
28.1,337.2,25.7,8.7
29.2,409.2,25.7,9.0
28.6,416.8,25.7,9.3
27.7,534.0,25.7,9.2
29.6,390.1,25.6,9.1
28.7,299.3,25.6,9.0
28.5,336.9,25.7,9.1
29.0,240.4,25.7,9.0
28.9,293.9,25.7,8.8
29.0,273.2,25.7,8.8
28.9,370.3,25.8,8.9
29.1,378.3,25.7,8.7
29.0,350.3,25.7,8.7
29.0,430.5,25.7,8.8
28.4,385.3,25.7,8.8
28.6,404.7,25.8,8.6
29.0,370.3,25.9,8.6
29.0,354.1,25.8,8.7
29.0,271.3,25.9,8.7
28.8,286.9,25.7,8.8
29.4,329.9,25.7,8.9
28.7,233.1,25.6,9.1
28.7,366.8,25.7,8.9
28.5,386.3,25.7,8.7
28.8,443.0,25.5,8.6
28.9,321.9,25.7,8.6
28.4,330.2,25.7,8.5
29.0,349.6,25.7,8.6
28.6,237.5,25.6,8.8
29.0,314.9,25.6,8.6
28.7,236.6,25.6,8.4
28.6,342.0,25.6,8.4
28.8,297.7,25.5,8.6
28.8,320.7,25.6,8.6
29.0,430.2,25.7,8.5
28.4,316.5,25.7,8.5
28.3,399.0,25.6,8.8
29.5,339.8,25.6,8.9
29.1,374.8,25.6,8.7
28.9,302.8,25.8,8.5
28.8,313.7,25.7,8.5
28.5,340.4,25.7,8.6
28.5,282.1,25.8,8.6
28.6,409.8,25.7,8.5
28.8,320.7,25.7,8.7
29.0,397.7,25.7,8.7
28.8,344.9,25.7,8.8
28.9,424.8,25.8,8.9
28.7,370.0,25.7,8.6
28.7,269.1,25.8,8.3
28.7,389.8,25.7,8.5
29.0,259.5,25.7,8.6
29.2,395.5,25.7,8.4
28.8,280.2,25.8,8.1
28.7,342.6,25.7,8.1
28.7,410.5,25.6,8.4
29.5,338.8,25.6,8.6
28.6,458.9,25.8,8.6
29.1,325.4,25.7,8.6
28.6,387.2,25.7,8.7
28.8,312.1,25.8,8.6
28.6,349.6,25.7,8.6
28.6,333.7,25.7,9.0
29.0,301.2,25.8,8.6
30.2,421.9,25.8,8.5
29.8,371.6,25.9,8.6
28.6,413.3,25.6,8.8
28.6,307.3,25.6,8.8
28.4,341.0,25.7,8.8
28.5,349.0,25.7,8.9
29.0,343.3,25.7,9.1
29.1,402.5,25.6,9.0
28.8,243.9,25.6,9.0
29.2,420.7,25.6,9.0
29.3,246.8,25.6,9.1
28.6,316.5,25.6,8.9
28.5,318.7,25.6,9.1
28.5,297.1,25.6,9.4
28.6,405.1,25.6,9.2
29.5,266.5,25.7,8.9
29.0,410.8,25.7,9.2
29.0,293.3,25.7,8.9
28.7,364.3,25.7,8.8
29.1,322.3,25.6,9.0
29.1,309.8,25.8,8.9
29.1,411.7,25.7,8.8
28.9,361.4,25.8,8.5
29.2,407.9,25.6,8.6
28.8,238.5,25.7,8.8
29.1,359.5,25.7,8.7
28.7,322.6,25.6,8.6
29.4,343.0,25.6,8.9
29.4,365.6,25.7,8.9
29.3,314.3,25.7,8.6
28.7,484.4,25.7,8.7
28.8,253.8,25.7,8.8
29.1,400.0,25.8,8.9
28.9,301.2,25.7,8.9
29.0,297.4,25.7,8.7
28.7,354.1,25.7,8.6
29.1,286.6,25.7,8.6
29.2,430.5,25.6,8.7
28.9,274.8,25.5,8.7
28.5,395.8,25.5,8.6
29.1,293.0,25.5,8.8
29.0,330.9,25.7,8.9
29.3,412.7,25.6,8.8
29.2,391.0,25.8,8.7
29.0,428.9,25.7,8.7
29.1,278.6,25.6,8.7
28.7,384.0,25.7,8.6
29.0,219.4,25.6,8.8
28.6,268.1,25.7,8.8
29.0,333.1,25.7,8.6
28.6,355.7,25.7,8.5
29.1,466.2,25.7,8.4
29.2,289.8,25.7,8.5
28.8,465.2,25.7,8.5
28.9,300.6,25.7,8.4
29.1,347.7,25.7,8.5
29.0,319.4,25.6,8.5
28.8,275.8,25.6,8.4
29.1,374.2,25.6,8.4
28.6,270.0,25.7,8.5
29.0,424.5,25.8,8.4
28.4,252.2,25.7,8.4
29.0,343.9,25.8,8.4
29.3,414.3,25.7,8.5
29.2,455.7,25.6,8.4
29.3,430.2,25.7,8.4
29.1,306.0,25.7,8.3
28.6,408.2,25.7,8.5
28.9,258.9,25.8,8.5
28.8,297.1,25.7,8.7
29.1,257.0,25.6,8.6
28.7,276.4,25.7,8.7
29.2,465.2,25.7,8.8
28.5,371.6,25.7,8.9
29.6,487.5,25.7,8.8
29.2,320.7,25.7,8.8
28.8,441.0,25.7,8.9
29.0,342.6,25.6,9.0
28.2,329.6,25.6,8.8
28.5,352.2,25.7,8.8
29.0,274.5,25.5,8.9
28.6,406.6,25.6,8.9
28.9,238.2,25.6,8.8
28.8,402.8,25.7,8.9
29.5,372.9,25.7,8.8
29.5,440.7,25.6,9.0
28.8,440.4,25.6,9.0
29.0,365.2,25.6,8.9
29.0,435.0,25.7,8.9
29.0,265.2,25.6,8.9
29.4,338.2,25.6,9.0
29.3,207.3,25.8,9.0
29.5,239.8,25.6,9.1
29.1,353.1,25.6,9.2
28.4,278.9,25.7,9.1
28.7,461.1,25.6,9.0
29.0,354.4,25.6,8.8
28.8,430.9,25.6,8.9
28.6,305.4,25.6,8.9
28.6,361.7,25.6,8.8
29.1,297.1,25.7,8.7
29.2,252.5,25.6,8.9
29.2,310.8,25.6,8.9
28.9,206.0,25.7,8.8
29.4,385.6,25.7,8.8
29.1,315.9,25.6,8.8
29.0,418.8,25.6,8.7
29.0,416.5,25.7,8.7
29.7,371.6,25.7,8.7
29.7,445.8,25.6,8.7
28.9,284.4,25.6,8.6
29.5,346.8,25.6,8.5
28.7,251.9,25.6,8.6
29.0,281.2,25.5,8.4
29.1,279.3,25.6,8.5
29.2,274.8,25.7,8.4
29.3,442.6,25.7,8.5
29.2,399.6,25.7,8.6
29.0,453.8,25.7,8.5
29.0,399.3,25.6,8.6
29.4,450.0,25.7,8.6
29.0,309.2,25.7,8.6
28.9,305.7,25.7,8.5
28.8,307.6,25.6,8.7
29.1,203.1,25.6,8.5
28.7,317.5,25.5,8.4
29.0,297.1,25.6,8.7
28.7,422.3,25.5,8.4
28.7,363.3,25.6,8.7
29.1,404.1,25.6,8.6
29.3,441.7,25.5,8.6
28.5,311.7,25.5,8.6
29.0,371.3,25.6,8.5
29.2,282.4,25.7,8.6
29.1,295.2,25.7,8.7
29.1,286.6,25.8,8.7
28.7,269.1,25.7,8.7
28.8,343.0,25.7,8.9
29.4,279.6,25.7,8.9
28.9,425.8,25.6,8.9
29.5,445.5,25.7,8.8
28.8,443.6,25.7,8.9
29.1,346.1,25.7,8.9
29.6,381.2,25.6,9.0
28.8,317.2,25.7,8.9
29.4,260.8,25.8,8.8
29.3,288.8,25.7,9.0
28.8,278.9,25.6,8.9
29.6,402.2,25.5,8.8
28.6,354.7,25.6,8.9
29.6,464.9,25.7,8.8
28.7,419.7,25.7,9.0
29.2,331.2,25.5,8.9
29.2,391.4,25.6,8.9
29.4,299.6,25.6,9.2
28.7,311.1,25.6,8.9
29.0,320.7,25.5,9.2
29.2,309.5,25.5,8.8
29.3,356.0,25.7,8.8
29.3,311.1,25.6,9.1
29.0,397.7,25.6,8.8
29.2,384.4,25.6,9.0
29.3,445.2,25.6,9.0
28.5,441.0,25.6,9.1
28.7,428.9,25.6,9.0
28.5,335.3,25.6,8.9
29.2,323.5,25.7,8.9
29.0,303.1,25.6,8.7
28.6,279.9,25.6,8.9
28.9,317.2,25.6,8.8
28.6,356.3,25.6,9.0
29.1,501.6,25.6,8.9
29.3,395.8,25.6,8.9
29.6,332.4,25.6,8.9
28.6,370.3,25.6,8.8
29.2,302.8,25.7,9.0
28.4,279.9,25.7,9.0
28.8,292.3,25.7,9.0
28.6,287.2,25.6,8.9
28.9,350.6,25.6,8.8
29.2,294.5,25.7,8.8
28.9,297.4,25.6,8.8
29.4,321.3,25.7,8.7
29.0,385.0,25.7,8.7
29.0,406.3,25.6,8.7
28.9,384.0,25.7,8.7
28.7,368.7,25.6,8.6
28.8,345.8,25.7,8.5
28.7,266.5,25.6,8.4
29.1,282.1,25.6,8.7
28.6,262.1,25.7,8.5
28.5,318.7,25.7,8.7
28.9,400.3,25.7,8.6
29.0,373.8,25.6,8.5
28.9,366.2,25.6,8.4
29.2,359.2,25.6,8.4
29.0,340.7,25.6,8.4
29.6,316.2,25.6,8.5
29.4,345.5,25.7,8.5
29.3,312.4,25.7,8.5
28.8,392.0,25.7,8.5
29.0,334.7,25.7,8.6
29.0,369.1,25.7,8.6
29.3,365.2,25.6,8.8
29.1,308.2,25.6,8.8
28.9,355.4,25.6,8.9
28.3,390.1,25.6,8.9
28.8,436.6,25.6,9.0
28.8,380.9,25.6,8.9
29.0,322.6,25.7,9.1
29.4,351.9,25.6,9.0
29.4,274.2,25.7,8.9
29.0,349.3,25.6,9.0
28.9,357.9,25.7,8.9
29.3,358.6,25.6,9.0
29.0,319.4,25.7,9.1
29.1,326.1,25.7,9.0
29.1,345.8,25.6,8.9
28.9,262.7,25.6,9.1
28.7,330.9,25.7,8.9
29.2,314.3,25.7,9.0
29.0,401.6,25.7,8.9
29.6,327.7,25.8,8.9
29.4,350.3,25.7,8.9
29.1,353.1,25.7,8.8
28.6,276.1,25.7,8.8
29.0,370.0,25.6,8.7
29.3,315.2,25.6,8.7
28.6,328.6,25.6,8.7
28.8,361.1,25.5,8.7
28.9,387.9,25.6,8.6
28.9,351.9,25.4,8.8
28.9,289.4,25.5,8.7
28.9,424.2,25.5,8.8
28.5,382.1,25.5,8.8
29.3,378.9,25.5,8.7
28.6,317.5,25.6,8.7
29.3,352.8,25.6,8.7
28.9,366.2,25.6,8.8
28.8,278.6,25.6,8.7
29.3,380.2,25.6,8.8
28.8,304.4,25.5,8.7
29.3,422.9,25.5,8.8
29.0,342.6,25.6,8.8
28.6,433.4,25.5,8.8
29.5,377.3,25.6,8.8
29.0,359.8,25.7,8.6
28.8,411.7,25.7,8.8
28.4,283.7,25.7,8.8
28.8,353.1,25.7,8.8
28.8,339.4,25.6,8.7
28.8,381.2,25.6,8.8
30.2,329.6,25.6,8.7
29.5,340.1,25.6,8.7
28.6,439.1,25.6,8.7
29.5,339.1,25.7,8.6
29.3,411.4,25.7,8.7
29.3,276.7,25.7,8.6
28.9,341.7,25.6,8.7
28.9,278.0,25.7,8.8
29.2,239.8,25.7,8.7
28.9,341.4,25.7,8.5
29.1,224.2,25.6,8.6
28.6,384.4,25.7,8.5
30.5,294.2,25.6,8.6
28.9,420.3,25.6,8.7
28.8,349.0,25.5,8.6
29.1,351.2,25.6,8.6
29.1,385.0,25.6,8.7
29.2,284.0,25.6,8.7
29.1,351.2,25.6,8.6
29.0,257.6,25.4,8.8
28.9,335.0,25.6,8.7
29.4,278.6,25.6,8.8
28.5,375.4,25.5,8.7
28.9,446.1,25.5,8.8
29.5,387.9,25.5,8.8
29.0,457.3,25.5,8.8
28.8,275.8,25.5,8.8
28.7,400.3,25.6,8.9
28.6,248.4,25.6,8.8
29.0,261.7,25.5,8.7
28.9,337.2,25.7,8.8
28.9,246.5,25.6,8.8
28.8,416.2,25.6,8.8
29.2,280.5,25.6,8.7
29.3,463.0,25.7,8.8
29.2,364.9,25.6,8.8
29.1,400.3,25.6,8.8
28.9,411.4,25.6,8.7
29.0,345.5,25.6,8.9
28.8,377.3,25.6,8.7
29.4,256.0,25.7,8.7
29.4,342.3,25.7,8.7
29.2,226.1,25.7,8.7
29.2,306.6,25.7,8.7
28.9,377.0,25.6,8.7
28.9,408.6,25.7,8.7
28.9,470.7,25.6,8.7
29.0,311.1,25.6,8.8
29.1,465.6,25.7,8.8
29.1,234.4,25.6,8.7
29.3,295.5,25.6,8.7
28.8,246.1,25.6,8.8
28.8,227.7,25.6,8.7
29.1,367.5,25.6,8.7
28.9,233.7,25.5,8.9
28.8,458.2,25.6,9.1
29.0,304.7,25.6,8.8
29.0,411.7,25.6,8.9
29.2,416.5,25.6,8.8
29.0,379.3,25.5,8.8
29.7,386.3,25.6,8.7
29.3,291.4,25.6,8.7
28.9,365.2,25.5,8.7
28.8,177.0,25.7,8.6
29.6,317.5,25.6,8.7
29.4,316.8,25.5,8.6
29.5,345.5,25.5,8.6
29.0,453.5,25.6,8.6
28.5,495.8,25.7,8.6
28.1,514.3,25.6,8.7
28.8,281.8,25.6,8.7
28.6,415.9,25.7,8.6
29.3,272.6,25.7,8.6
29.3,274.5,25.6,8.6
29.2,323.8,25.6,8.6
28.8,256.0,25.7,8.5
28.5,477.7,25.6,8.6
29.5,289.4,25.7,8.6
29.2,448.1,25.7,8.5
29.3,389.1,25.6,8.5
28.6,407.0,25.6,8.5
28.5,402.2,25.7,8.7
28.9,330.2,25.7,8.6
28.8,371.3,25.7,8.7
28.6,222.3,25.8,8.8
28.6,313.7,25.6,8.8
29.1,214.3,25.5,8.8
28.6,270.3,25.7,8.8
28.3,408.2,25.7,8.8
28.8,426.7,25.6,8.9
29.0,457.9,25.6,8.8
28.7,279.9,25.6,8.9
28.8,402.5,25.5,8.9
29.0,218.7,25.6,8.8
28.4,243.3,25.6,8.9
28.7,257.9,25.7,8.7
28.7,228.9,25.6,8.9
28.8,409.5,25.5,8.8
29.1,255.4,25.6,8.8
28.8,457.3,25.6,8.8
28.5,328.9,25.6,8.8
28.6,401.2,25.6,8.7
28.3,388.2,25.6,8.7
28.9,346.1,25.5,8.7
28.2,364.6,25.5,8.8
28.9,264.6,25.5,8.7
29.2,350.9,25.5,8.6
28.6,235.9,25.6,8.7
28.8,303.8,25.7,8.7
29.0,368.7,25.6,8.7
28.9,381.5,25.8,8.6
28.7,461.4,25.6,8.7
28.7,372.9,25.7,8.7
29.1,457.0,25.6,8.8
29.2,260.1,25.7,8.7
28.7,354.7,25.7,8.8
28.8,278.0,25.6,8.7
29.1,260.5,25.7,8.7
28.7,366.8,25.7,8.6
28.6,256.6,25.8,8.8
29.1,441.4,25.8,8.6
29.1,317.8,25.7,8.8
29.2,446.1,25.7,8.7
29.1,367.5,25.7,8.8
29.3,364.6,25.7,8.7
29.0,398.7,25.6,8.6
28.8,301.6,25.6,8.8
